0.992,2.056,0.033,0.093
2.802,0.394,0.063,0.004
2.293,1.892,0.120,0.088
0.973,2.506,0.028,0.111
1.672,1.965,0.078,0.100
0.486,2.136,0.009,0.063
1.889,0.720,0.073,0.020
2.796,1.705,0.148,0.066
0.448,0.699,0.009,0.015
2.810,0.442,0.069,0.005
2.114,0.957,0.095,0.031
2.675,2.965,0.128,0.154
0.928,1.332,0.034,0.055
2.709,1.550,0.141,0.058
2.990,2.766,0.153,0.133
0.908,0.639,0.027,0.018
1.498,2.915,0.051,0.149
1.916,2.563,0.085,0.137
2.593,0.974,0.114,0.027
2.069,0.578,0.069,0.013
2.891,0.497,0.077,0.006
1.651,1.641,0.079,0.079
2.759,1.895,0.148,0.079
1.607,2.751,0.061,0.144
0.353,1.960,0.005,0.046
2.763,0.326,0.054,0.003
2.613,2.379,0.136,0.116
0.589,1.792,0.014,0.062
2.346,1.666,0.123,0.072
2.719,1.113,0.126,0.032
0.742,1.922,0.021,0.076
1.058,1.998,0.038,0.093
0.478,0.804,0.011,0.019
0.258,0.457,0.003,0.005
1.429,1.663,0.064,0.080
2.572,1.642,0.136,0.066
2.241,2.576,0.107,0.135
2.423,2.991,0.109,0.159
0.786,1.522,0.025,0.061
0.284,1.600,0.004,0.032
1.360,1.877,0.058,0.093
0.973,2.518,0.027,0.111
0.600,0.967,0.016,0.029
1.749,1.308,0.085,0.056
1.505,1.956,0.067,0.099
2.877,1.714,0.152,0.065
1.782,1.091,0.083,0.042
0.347,1.223,0.006,0.028
2.439,2.301,0.126,0.114
1.529,2.592,0.059,0.135
1.016,1.820,0.037,0.083
2.983,0.371,0.061,0.003
2.412,0.679,0.087,0.015
2.308,0.605,0.078,0.012
1.892,0.293,0.038,0.004
1.856,2.088,0.089,0.107
0.900,2.972,0.019,0.119
2.762,0.922,0.115,0.022
2.035,0.389,0.051,0.006
1.898,2.501,0.085,0.133
2.779,1.747,0.148,0.069
1.762,2.809,0.069,0.150
0.720,0.846,0.021,0.026
2.457,0.513,0.072,0.009
1.233,1.955,0.049,0.096
2.075,2.710,0.093,0.145
2.590,0.671,0.091,0.013
1.411,2.151,0.058,0.109
2.561,0.356,0.055,0.004
2.691,2.786,0.133,0.142
2.743,0.980,0.119,0.025
2.980,1.784,0.159,0.067
1.087,1.852,0.041,0.087
2.870,1.360,0.143,0.043
2.635,1.375,0.133,0.048
2.072,0.361,0.049,0.005
1.262,1.594,0.054,0.075
1.355,2.680,0.046,0.135
1.872,0.911,0.082,0.030
1.481,0.770,0.058,0.025
2.305,1.051,0.107,0.034
0.883,1.268,0.032,0.050
0.402,1.586,0.008,0.042
2.057,0.868,0.088,0.026
1.254,0.662,0.044,0.020
2.268,0.857,0.095,0.024
0.345,0.412,0.004,0.005
1.192,0.316,0.025,0.005
1.626,0.268,0.031,0.004
2.966,1.492,0.151,0.050
1.242,1.128,0.052,0.046
2.488,1.061,0.115,0.032
2.060,2.771,0.090,0.149
2.314,1.847,0.122,0.085
2.860,1.481,0.146,0.051
1.227,1.517,0.052,0.070
1.942,0.483,0.058,0.009
2.684,1.788,0.143,0.074
2.060,0.422,0.055,0.007
0.352,0.924,0.006,0.019
1.107,0.580,0.034,0.016
1.503,0.697,0.056,0.021
1.280,2.467,0.045,0.123
1.971,0.957,0.088,0.032
0.640,2.785,0.011,0.092
1.172,0.255,0.021,0.004
0.766,2.070,0.021,0.083
1.033,2.841,0.027,0.125
0.292,1.163,0.005,0.023
1.568,0.864,0.065,0.030
2.213,2.809,0.100,0.150
1.235,0.684,0.043,0.021
2.748,0.714,0.098,0.014
1.793,0.782,0.072,0.024
2.251,2.601,0.107,0.137
1.252,1.276,0.054,0.055
1.153,1.051,0.046,0.041
1.322,2.282,0.050,0.115
2.335,1.092,0.110,0.036
1.309,1.836,0.055,0.090
1.616,2.156,0.072,0.112
2.888,1.253,0.139,0.037
2.485,0.913,0.106,0.025
0.560,2.013,0.012,0.066
0.416,0.808,0.008,0.018
1.669,2.542,0.069,0.134
2.369,0.993,0.107,0.030
1.282,1.902,0.053,0.093
1.464,1.505,0.067,0.070
2.103,2.317,0.103,0.120
2.984,1.053,0.131,0.026
1.769,2.339,0.079,0.123
2.690,0.396,0.062,0.005
1.643,2.960,0.059,0.155
2.696,1.687,0.143,0.067
2.446,1.985,0.129,0.092
2.748,2.754,0.138,0.138
0.627,1.509,0.017,0.053
2.803,1.316,0.138,0.042
0.389,1.823,0.007,0.047
2.205,1.917,0.114,0.092
1.904,2.220,0.090,0.116
1.881,0.623,0.067,0.015
2.520,2.685,0.124,0.138
2.329,1.921,0.122,0.090
1.916,2.305,0.090,0.121
0.444,2.501,0.006,0.066
0.411,2.245,0.006,0.058
2.363,2.913,0.108,0.155
0.877,2.569,0.022,0.107
1.592,2.788,0.059,0.146
1.657,0.328,0.037,0.005
0.369,1.731,0.006,0.043
0.762,2.267,0.019,0.089
1.147,1.859,0.045,0.088
2.161,0.937,0.095,0.029
2.350,1.279,0.117,0.047
0.454,1.874,0.009,0.054
0.702,2.155,0.017,0.081
0.816,0.532,0.021,0.013
2.357,1.855,0.124,0.085
2.919,2.675,0.151,0.129
1.150,2.190,0.041,0.105
2.805,1.367,0.141,0.045
2.819,1.206,0.134,0.036
1.468,1.802,0.066,0.089
1.115,1.481,0.045,0.066
1.107,0.726,0.039,0.023
0.596,1.061,0.016,0.033
0.509,1.106,0.012,0.032
2.854,2.796,0.144,0.139
2.284,2.440,0.113,0.126
1.555,1.816,0.072,0.090
2.316,2.733,0.109,0.145
1.657,1.757,0.079,0.086
1.120,1.556,0.045,0.071
0.734,2.227,0.018,0.086
1.826,2.358,0.083,0.124
1.134,2.317,0.039,0.111
2.472,2.044,0.131,0.096
2.145,2.130,0.108,0.107
1.556,0.527,0.049,0.013
2.701,2.303,0.143,0.108
1.157,1.917,0.045,0.092
2.448,1.177,0.118,0.039
1.038,2.341,0.033,0.108
0.634,0.802,0.017,0.023
0.468,0.462,0.008,0.008
0.952,2.036,0.031,0.091
1.518,1.201,0.070,0.050
2.803,2.179,0.150,0.098
2.989,1.810,0.159,0.069
1.849,0.353,0.044,0.005
3.000,2.162,0.162,0.092
2.882,2.554,0.150,0.121
1.934,2.216,0.093,0.115
1.817,2.561,0.078,0.137
0.807,2.039,0.023,0.084
0.477,2.213,0.008,0.064
2.506,2.717,0.122,0.141
2.731,0.748,0.101,0.015
2.339,1.122,0.111,0.038
1.536,1.325,0.072,0.058
2.293,1.570,0.120,0.067
0.447,2.409,0.007,0.064
2.323,1.054,0.108,0.034
2.209,2.115,0.113,0.105
2.444,2.836,0.115,0.149
1.709,1.086,0.079,0.042
1.873,2.448,0.084,0.130
0.483,2.899,0.006,0.075
1.884,1.518,0.095,0.069
1.477,0.953,0.063,0.035
2.620,1.175,0.125,0.037
2.694,0.507,0.076,0.007
0.856,0.884,0.028,0.029
0.283,0.302,0.002,0.003
1.994,1.317,0.099,0.054
0.866,2.704,0.020,0.110
2.352,2.258,0.120,0.113
2.488,1.537,0.130,0.061
2.341,1.043,0.108,0.033
2.627,0.949,0.113,0.025
0.357,1.224,0.006,0.028
1.376,1.430,0.062,0.065
1.413,2.187,0.058,0.111
2.163,2.752,0.098,0.147
0.736,2.234,0.018,0.086
0.259,2.999,0.002,0.045
2.977,2.773,0.153,0.134
1.102,0.739,0.039,0.023
0.778,1.359,0.025,0.052
1.040,2.988,0.025,0.130
1.135,0.339,0.025,0.006
2.817,0.275,0.046,0.002
1.517,1.736,0.070,0.085
2.732,0.593,0.086,0.010
0.885,2.205,0.026,0.095
2.196,0.791,0.089,0.021
2.964,2.929,0.148,0.145
1.855,1.342,0.091,0.057
2.170,2.954,0.093,0.159
0.629,0.794,0.017,0.022
2.031,2.285,0.098,0.119
1.786,2.002,0.085,0.102
2.940,1.482,0.150,0.049
1.372,0.974,0.058,0.037
0.305,1.437,0.005,0.030
0.405,2.201,0.006,0.056
1.432,1.344,0.065,0.060
1.888,0.397,0.049,0.007
1.046,0.998,0.040,0.037
1.671,0.702,0.063,0.020
0.586,1.532,0.015,0.052
1.740,1.105,0.081,0.043
1.732,1.243,0.083,0.052
1.119,0.342,0.025,0.006
2.605,2.091,0.138,0.096
1.723,2.818,0.067,0.149
0.534,2.897,0.007,0.082
1.220,2.548,0.040,0.124
1.870,2.812,0.076,0.151
1.252,2.609,0.041,0.128
0.737,0.686,0.021,0.019
2.073,0.469,0.060,0.009
1.585,1.482,0.075,0.068
2.241,2.715,0.104,0.144
1.863,2.408,0.084,0.127
2.035,2.032,0.102,0.102
2.519,1.144,0.120,0.037
0.758,2.735,0.016,0.101
2.324,1.841,0.122,0.084
0.312,2.658,0.003,0.051
2.638,0.467,0.070,0.007
1.915,2.852,0.079,0.153
1.577,1.670,0.074,0.081
1.455,2.593,0.054,0.133
1.305,2.602,0.045,0.130
2.182,1.340,0.110,0.053
0.976,2.661,0.026,0.116
1.752,1.541,0.086,0.071
2.369,1.511,0.123,0.061
1.607,2.932,0.057,0.153
1.121,1.157,0.045,0.047
2.647,2.464,0.137,0.121
2.585,0.571,0.081,0.010
1.559,2.425,0.063,0.127
1.533,1.733,0.071,0.085
1.418,2.386,0.055,0.122
0.898,0.377,0.019,0.007
0.996,2.479,0.029,0.111
2.856,2.904,0.141,0.146
0.606,1.779,0.015,0.062
2.877,0.992,0.124,0.024
1.577,1.835,0.073,0.092
0.752,1.702,0.023,0.067
0.455,2.029,0.008,0.057
2.241,0.796,0.091,0.021
0.526,0.924,0.013,0.025
2.996,0.743,0.105,0.013
0.297,0.773,0.004,0.013
1.174,1.197,0.049,0.050
1.060,0.474,0.029,0.011
2.090,2.760,0.093,0.148
1.932,2.586,0.086,0.138
2.179,1.893,0.113,0.090
1.170,1.159,0.048,0.048
1.703,1.809,0.082,0.090
1.908,2.206,0.091,0.114
2.891,1.243,0.138,0.037
0.258,2.933,0.002,0.044
0.711,0.510,0.017,0.011
1.230,2.812,0.037,0.135
0.532,1.391,0.013,0.044
0.913,0.561,0.026,0.014
1.189,0.281,0.023,0.004
2.637,2.731,0.131,0.139
2.999,1.649,0.157,0.058
2.970,0.420,0.068,0.004
2.046,0.761,0.081,0.021
2.797,2.310,0.149,0.107
1.908,2.067,0.093,0.105
2.895,1.816,0.155,0.071
0.968,0.649,0.030,0.018
2.441,0.328,0.051,0.004
0.459,1.566,0.010,0.045
1.604,1.556,0.077,0.073
1.907,2.584,0.084,0.138
2.809,1.498,0.145,0.053
0.604,0.601,0.014,0.014
1.269,2.841,0.039,0.138
1.252,2.676,0.040,0.131
1.020,1.876,0.037,0.086
2.172,1.425,0.111,0.059
2.031,2.334,0.097,0.122
1.470,0.443,0.041,0.009
2.813,0.868,0.113,0.019
1.750,1.625,0.086,0.077
2.672,2.800,0.131,0.143
0.541,1.132,0.014,0.034
2.738,1.429,0.139,0.050
0.963,1.899,0.033,0.085
2.146,2.384,0.104,0.124
2.466,2.817,0.117,0.148
0.590,2.910,0.009,0.088
2.101,1.917,0.108,0.093
1.760,2.306,0.079,0.121
1.855,1.668,0.093,0.079
0.886,1.727,0.030,0.074
2.704,1.399,0.137,0.049
2.674,1.132,0.125,0.034
0.942,0.345,0.020,0.006
2.746,2.970,0.132,0.153
2.242,1.318,0.113,0.051
2.311,0.744,0.089,0.018
1.127,1.488,0.046,0.067
2.079,1.146,0.100,0.042
1.597,2.138,0.071,0.111
2.773,1.002,0.121,0.026
0.826,0.345,0.016,0.006
1.673,2.280,0.074,0.119
1.478,2.101,0.063,0.107
2.354,1.177,0.114,0.041
2.819,2.668,0.144,0.131
0.823,1.380,0.028,0.055
1.505,1.756,0.069,0.086
2.627,0.508,0.075,0.008
0.345,1.289,0.006,0.029
2.591,2.001,0.138,0.090
2.143,2.547,0.101,0.135
2.831,2.493,0.148,0.118
1.142,0.637,0.038,0.018
0.716,0.963,0.022,0.031
2.893,1.105,0.131,0.029
1.521,0.588,0.052,0.015
1.446,1.990,0.063,0.100
2.870,2.899,0.143,0.145
2.757,1.915,0.148,0.081
2.840,2.216,0.152,0.099
1.733,1.360,0.084,0.060
2.165,1.476,0.111,0.062
1.907,0.388,0.048,0.006
1.045,2.569,0.030,0.117
2.241,2.904,0.099,0.156
1.597,2.556,0.064,0.134
2.564,1.725,0.136,0.072
1.066,1.599,0.041,0.072
2.971,1.572,0.154,0.054
0.592,2.925,0.009,0.089
0.964,2.806,0.024,0.119
2.152,0.274,0.040,0.003
1.840,0.394,0.047,0.007
2.455,2.323,0.126,0.115
2.999,1.184,0.139,0.032
0.799,0.747,0.024,0.022
2.409,0.478,0.068,0.008
1.661,1.221,0.078,0.051
1.216,2.060,0.047,0.101
2.510,1.335,0.126,0.048
1.665,0.572,0.056,0.014
2.886,0.658,0.095,0.011
2.266,1.305,0.113,0.050
1.431,0.606,0.049,0.016
1.813,0.316,0.039,0.004
2.827,2.681,0.144,0.132
1.777,2.685,0.073,0.143
2.701,1.622,0.142,0.063
2.150,2.626,0.100,0.140
1.328,0.565,0.043,0.015
0.306,0.700,0.005,0.011
0.837,2.784,0.018,0.110
1.698,2.504,0.071,0.132
2.940,0.953,0.122,0.022
1.674,1.358,0.081,0.060
2.535,1.541,0.132,0.060
1.241,0.253,0.022,0.003
1.204,1.851,0.048,0.089
0.852,1.529,0.029,0.063
0.899,0.856,0.030,0.029
2.749,1.896,0.147,0.080
0.777,1.680,0.024,0.067
1.403,1.277,0.063,0.056
0.266,1.702,0.003,0.032
2.544,2.990,0.118,0.157
0.556,0.600,0.012,0.013
0.933,2.670,0.024,0.113
1.585,1.595,0.075,0.076
2.482,1.785,0.132,0.078
